OBJECTID_1,OBJECTID,Id,文保名,级别,价值类,BLOCK,X,Y,Category_Encoding
428,457,0,周王氏节孝石牌坊,市县级,科技文化类,,118.7354459,28.57576485,1
429,460,0,八股厅,市县级,科技文化类,,118.5076603,28.43768359,1
430,462,0,广渡贞孝牌坊,市县级,科技文化类,,118.5076603,28.43768359,1
431,463,0,峿峰塔,市县级,科技文化类,,118.5194052,28.46301781,1
432,464,0,新塘边三眼井,市县级,科技文化类,,118.4552818,28.60761668,1
433,465,0,柴望墓,市县级,科技文化类,,118.6285972,28.59134001,1
434,466,0,下村郑氏民居,市县级,科技文化类,,118.7756857,29.03779845,1
435,467,0,邵氏读书台,市县级,科技文化类,,118.8335739,29.03249049,1
436,468,0,布谷桥头村水口文化景观,市县级,科技文化类,,118.8456597,29.04226184,1
437,469,0,郑辛牌坊,市县级,科技文化类,,118.7713065,28.9316359,1
438,470,0,魏家乌龟山遗址及石窟寺,市县级,科技文化类,,119.1883248,28.97864797,1
439,474,0,项善枝民居,市县级,科技文化类,,119.206889,29.23630473,1
440,475,0,古竹竹苞堂,市县级,科技文化类,,118.4746157,29.25920598,1
441,476,0,石畈木牌坊,市县级,科技文化类,,118.5169957,29.29481446,1
442,479,0,继述堂,市县级,科技文化类,,118.4177946,29.2869936,1
443,480,0,凤山堂,市县级,科技文化类,,118.4177946,29.2869936,1
444,481,0,钟楼,市县级,科技文化类,,118.4177946,29.2869936,1
445,482,0,胡家三圣庙,市县级,科技文化类,,118.3832733,29.26634209,1
446,483,0,高朱鉴山堂,市县级,科技文化类,,118.3832733,29.26634209,1
447,484,0,裕昆堂,市县级,科技文化类,,118.3965944,29.36139255,1
448,486,0,庆善堂,市县级,科技文化类,,118.4827577,29.34178038,1
449,487,0,启敬堂,市县级,科技文化类,,118.4827577,29.34178038,1
450,490,0,沐尘泉,市县级,科技文化类,,119.1831005,28.81390802,1
451,491,0,巫氏厅后进及边屋,市县级,科技文化类,,119.1831005,28.81390802,1
452,493,0,仁厚堂,市县级,科技文化类,,119.2137583,28.77374773,1
453,494,0,詹家村中桥,市县级,科技文化类,,119.2137583,28.77374773,1
454,495,0,白坑桥,市县级,科技文化类,,119.2974209,28.90335253,1
455,496,0,明代楼上厅（王卸福宅、刘庆祥宅、,市县级,科技文化类,,119.1981609,29.22133415,1
456,498,0,马氏节孝坊,市县级,科技文化类,,119.1647836,29.04829548,1
457,499,0,三寿庵,市县级,科技文化类,,119.2526625,29.00693849,1
458,502,0,文林俞氏民居,市县级,科技文化类,,119.309703,29.0466039,1
459,503,0,八角井,市县级,科技文化类,,119.1551631,29.16195176,1
460,504,0,祝家厅,市县级,科技文化类,,119.1248695,29.1850387,1
461,505,0,龚氏民居,市县级,科技文化类,,119.1551631,29.16195176,1
462,506,0,方维故居,市县级,科技文化类,,119.2264454,29.08783933,1
463,510,0,劳氏民居,市县级,科技文化类,,119.2440251,28.82214052,1
464,511,0,新王村中桥,市县级,科技文化类,,119.2324592,29.15353732,1
465,514,0,文昌阁,市县级,科技文化类,,118.1154762,29.18363033,1
466,516,0,王氏民居,市县级,科技文化类,,119.2196697,29.21071994,1
467,517,0,钱林林宅,市县级,科技文化类,,119.2196697,29.21071994,1
468,519,0,双眼井（下店）,市县级,科技文化类,,119.2196697,29.21071994,1
469,520,0,王公墓,市县级,科技文化类,,119.1981609,29.22133415,1
470,521,0,西来岩,市县级,科技文化类,,118.4035516,29.11002401,1
471,522,0,花山古樟,市县级,科技文化类,,118.4035516,29.11002401,1
472,524,0,下店门楼,市县级,科技文化类,,119.2196697,29.21071994,1
473,526,0,志棠潘氏民居,市县级,科技文化类,,119.2215523,29.23161694,1
474,528,0,保和桥,市县级,科技文化类,,119.2801209,28.98073148,1
475,532,0,嵩峰寺,市县级,科技文化类,,118.5076603,28.43768359,1
476,533,0,石川庙,市县级,科技文化类,,118.3978363,29.35167033,1
477,534,0,永祚堂,市县级,科技文化类,,118.4827577,29.34178038,1
478,535,0,攸叙堂,市县级,科技文化类,,118.4354538,29.24290617,1
479,536,0,山底胡公墓,市县级,科技文化类,,118.4354538,29.24290617,1
480,537,0,山底慎德堂,市县级,科技文化类,,118.4354538,29.24290617,1
481,538,0,三门源楼接地民居,市县级,科技文化类,,119.1818747,29.19543978,1
482,539,0,清塘徐氏民居,市县级,科技文化类,,119.1818747,29.19543978,1
483,540,0,王加义民居,市县级,科技文化类,,119.1818747,29.19543978,1
484,541,0,翁氏民居,市县级,科技文化类,,119.1820598,28.84302434,1
485,543,0,傅暹墓,市县级,科技文化类,,119.2577692,28.8334363,1
486,545,0,祝氏民居,市县级,科技文化类,,119.1831005,28.81390802,1
487,546,0,邓樟栋宅,市县级,科技文化类,,119.2075895,29.13429655,1
488,548,0,东华山－石塔头汉墓群,市县级,科技文化类,,119.1850648,28.99781499,1
489,549,0,东陵侯（邵氏民居）,市县级,科技文化类,,119.2196697,29.21071994,1
490,550,0,傅氏民居,市县级,科技文化类,,119.1496539,28.82730787,1
491,551,0,高源叙伦堂,市县级,科技文化类,,118.3167104,29.32639077,1
492,553,0,庙山尖土墩墓遗址,市县级,科技文化类,,118.9794954,29.02914541,1
493,554,0,刘章墓,市县级,科技文化类,,119.1651354,28.8913784,1
494,555,0,尹氏小厅,市县级,科技文化类,,119.2243503,29.06921945,1
495,557,0,叶土财民居,市县级,科技文化类,,119.2224619,29.17875667,1
496,558,0,溪口黄氏民居,市县级,科技文化类,,119.2224619,29.17875667,1
497,559,0,杨通敬旧宅,市县级,科技文化类,,118.4805012,28.28059497,1
498,2,0,三卿口制瓷作坊,国家级,经济类,,118.5264586,28.46310777,4
499,28,0,龙坦窑址,省级,经济类,,118.129814,29.17343644,4
500,37,0,大岭背古道,省级,经济类、地理类,,118.7620162,29.02839915,4
501,43,0,巨化电石工业遗址,省级,经济类,,118.8787509,28.90452059,4
502,50,0,德川行,省级,经济类,,118.4366076,28.80536049,4
503,52,0,县前粮仓群,省级,经济类,,118.6708552,28.7534492,4
504,54,0,达河窑址群,省级,经济类,,118.6622516,28.68462108,4
505,55,0,和睦陶窑群,省级,经济类,,118.5837444,28.64515466,4
506,65,0,湖南银矿遗址,省级,经济类,,118.8275236,28.70723898,4
507,67,0,两弓塘窑址群,省级,经济类,,119.0610356,28.90918887,4
508,69,0,白洋垅窑址,省级,经济类,,119.2116114,28.97202731,4
509,70,0,方坦窑址,省级,经济类,,119.193966,28.97917937,4
510,72,0,姜席堰,省级,经济类,,119.1745348,28.96473921,4
511,103,0,下埠头天后宫,省级,经济类,,118.9474165,28.96048524,4
512,106,0,大南门历史街区建筑群,省级,经济类,,119.1748851,29.03653371,4
513,164,0,李家岗瓷窑址,市县级,经济类,,118.3284302,28.86979597,4
514,171,0,下界首青瓷窑,市县级,经济类,,118.3813771,28.98022983,4
515,184,0,山咀山砖窑,市县级,经济类,,118.6191269,28.75783823,4
516,191,0,里坞窑址,市县级,经济类,,118.5846436,28.72283603,4
517,223,0,下窑口窑址,市县级,经济类,,118.8517261,28.70455301,4
518,230,0,管家塘瓷窑址,市县级,经济类,,118.7993027,28.81886349,4
519,252,0,山底窑址,市县级,经济类,,119.1524886,29.01040803,4
520,255,0,官村元、明窑址,市县级,经济类,,119.1955783,29.02862339,4
521,258,0,野猫山窑址,市县级,经济类,,119.1178442,28.99700875,4
522,292,0,宋民居遗址,市县级,经济类,,119.2386643,29.0439988,4
523,320,0,缸窑山窑址,市县级,经济类,,118.6043912,28.91479991,4
524,322,0,大陈山瓷窑址,市县级,经济类,,118.6278472,28.90868932,4
525,323,0,招贤古渡,市县级,经济类,,118.6826995,28.92205133,4
526,328,0,上叶窑址,市县级,经济类,,118.7540001,28.95313832,4
527,336,0,窑垅窑址,市县级,经济类,,119.0588337,28.91884478,4
528,337,0,塌后塘窑址,市县级,经济类,,119.0578887,28.90332248,4
529,338,0,沈家山窑址,市县级,经济类,,119.0733139,28.90748744,4
530,342,0,前塘垅瓷窑址,市县级,经济类,,119.2160943,28.96807093,4
531,365,0,青花瓷窑址,市县级,经济类,,119.3211996,28.87602258,4
532,381,0,银坑银矿遗址,市县级,经济类,,118.7948591,29.1898275,4
533,459,0,达垄窑址,市县级,经济类,,118.5194052,28.46301781,4
534,507,0,鸡鸣堰,市县级,经济类,,119.1850648,28.99781499,4
535,518,0,何立大商号（含何氏民居、何霖大仓,市县级,经济类,,119.1496539,28.82730787,4
536,525,0,腰塘边窑址,市县级,经济类,,119.2196697,29.21071994,4
537,179,0,西岭古道路亭,市县级,地理类,,118.5789732,28.80564823,5
538,228,0,烂柯山,市县级,地理类,,118.917136,28.87256535,5
539,285,0,东坪村古道,市县级,地理类,,118.9938986,29.18162761,5
540,346,0,下依古道,市县级,地理类,,119.1268691,28.86153625,5
541,374,0,茶岭古道,市县级,地理类,,119.1981609,29.22133415,5
542,393,0,恐龙蛋化石遗址,市县级,地理类,,118.9413877,28.97464553,5
543,542,0,方山亭及刀石岭古道,市县级,地理类,,119.221403,28.86033917,5
