Epoch,Acc_Q,F1_Q,Acc_Z,F1_Z,Acc_P,F1_P
24,0.8657851239669422,0.8644505218673176,0.8902479338842976,0.8893781384978898,0.8657851239669422,0.8644505218673176
25,0.8657851239669422,0.8644505218673176,0.8971900826446281,0.8971378898697328,0.8661157024793389,0.8648149705114782
26,0.8657851239669422,0.8644505218673176,0.8948760330578512,0.8946547589993544,0.8661157024793389,0.8648149705114782
27,0.8657851239669422,0.8643968678402049,0.8915702479338843,0.891037942977658,0.8661157024793389,0.8647614168334986
28,0.8654545454545455,0.8640859876316492,0.8955371900826447,0.8954676234422916,0.8657851239669422,0.8644505218673176
29,0.8654545454545455,0.8640859876316492,0.8899173553719009,0.8892920936706922,0.8657851239669422,0.8643968678402049
30,0.8654545454545455,0.8640859876316492,0.891900826446281,0.8915533719949112,0.8654545454545455,0.8640859876316492
31,0.8654545454545455,0.8640859876316492,0.8928925619834711,0.892598733326738,0.8657851239669422,0.8644505218673176
32,0.8654545454545455,0.8640859876316492,0.8892561983471075,0.88863238486285,0.8654545454545455,0.8640859876316492
33,0.8654545454545455,0.8640859876316492,0.8915702479338843,0.8909804525682103,0.8657851239669422,0.8644505218673176
34,0.8657851239669422,0.8644505218673176,0.8928925619834711,0.8925738971817839,0.8657851239669422,0.8644505218673176
35,0.8657851239669422,0.8644505218673176,0.8872727272727273,0.8863508353812021,0.8657851239669422,0.8644505218673176
36,0.8657851239669422,0.8644505218673176,0.8938842975206611,0.8937584952219829,0.8657851239669422,0.8644505218673176
37,0.8657851239669422,0.8644505218673176,0.8866115702479339,0.8855536234463752,0.8657851239669422,0.8644505218673176
38,0.8657851239669422,0.8644505218673176,0.8925619834710744,0.8922709528678713,0.8657851239669422,0.8644505218673176
39,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8869744521561871,0.8657851239669422,0.8644505218673176
40,0.8657851239669422,0.8644505218673176,0.8902479338842976,0.8896694018963114,0.8657851239669422,0.8644505218673176
41,0.8657851239669422,0.8644505218673176,0.8915702479338843,0.8911349559032712,0.8657851239669422,0.8644505218673176
42,0.8657851239669422,0.8644505218673176,0.8872727272727273,0.8865673547421179,0.8657851239669422,0.8644505218673176
43,0.8657851239669422,0.8644505218673176,0.8909090909090909,0.8905274720813673,0.8657851239669422,0.8644505218673176
44,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8880182028059913,0.8657851239669422,0.8644505218673176
45,0.8657851239669422,0.8644505218673176,0.8872727272727273,0.8865996537076755,0.8657851239669422,0.8644505218673176
46,0.8657851239669422,0.8644505218673176,0.8915702479338843,0.891196709841041,0.8657851239669422,0.8644505218673176
47,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.884358858842284,0.8657851239669422,0.8644505218673176
48,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8870213813940234,0.8657851239669422,0.8644505218673176
49,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8883607286044173,0.8657851239669422,0.8644505218673176
50,0.8657851239669422,0.8644505218673176,0.8846280991735537,0.8837148028193479,0.8657851239669422,0.8644505218673176
51,0.8657851239669422,0.8644505218673176,0.8902479338842976,0.8896843498070374,0.8657851239669422,0.8644505218673176
52,0.8657851239669422,0.8644505218673176,0.8869421487603306,0.8860844961994839,0.8657851239669422,0.8644505218673176
53,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.888272138585295,0.8657851239669422,0.8644505218673176
54,0.8657851239669422,0.8644505218673176,0.8905785123966942,0.8899678136146222,0.8657851239669422,0.8644505218673176
55,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8867858331968259,0.8657851239669422,0.8644505218673176
56,0.8657851239669422,0.8644505218673176,0.8905785123966942,0.8901194357032841,0.8657851239669422,0.8644505218673176
57,0.8657851239669422,0.8644505218673176,0.8866115702479339,0.8857393587629455,0.8657851239669422,0.8644505218673176
58,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8880130704257244,0.8657851239669422,0.8644505218673176
59,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8884614913229676,0.8657851239669422,0.8644505218673176
60,0.8657851239669422,0.8644505218673176,0.8892561983471075,0.8885583172352893,0.8657851239669422,0.8644505218673176
61,0.8657851239669422,0.8644505218673176,0.8895867768595042,0.8891987573400346,0.8657851239669422,0.8644505218673176
62,0.8657851239669422,0.8644505218673176,0.8879338842975206,0.8873479667817561,0.8657851239669422,0.8644505218673176
63,0.8657851239669422,0.8644505218673176,0.888595041322314,0.88817502104027,0.8657851239669422,0.8644505218673176
64,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8879473175392363,0.8657851239669422,0.8644505218673176
65,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.8896406295835894,0.8657851239669422,0.8644505218673176
66,0.8657851239669422,0.8644505218673176,0.8842975206611571,0.8832992515648842,0.8657851239669422,0.8644505218673176
67,0.8657851239669422,0.8644505218673176,0.8942148760330578,0.8941052101705452,0.8657851239669422,0.8644505218673176
68,0.8657851239669422,0.8644505218673176,0.88,0.8786419573707445,0.8657851239669422,0.8644505218673176
69,0.8657851239669422,0.8644505218673176,0.8922314049586777,0.8920720499674489,0.8657851239669422,0.8644505218673176
70,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8874221043845436,0.8657851239669422,0.8644505218673176
71,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8870562582778315,0.8657851239669422,0.8644505218673176
72,0.8657851239669422,0.8644505218673176,0.8905785123966942,0.8902748052063231,0.8657851239669422,0.8644505218673176
73,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8844885204503332,0.8657851239669422,0.8644505218673176
74,0.8657851239669422,0.8644505218673176,0.8909090909090909,0.8904550632499695,0.8657851239669422,0.8644505218673176
75,0.8657851239669422,0.8644505218673176,0.8915702479338843,0.8913409508575901,0.8657851239669422,0.8644505218673176
76,0.8657851239669422,0.8644505218673176,0.8866115702479339,0.8857997706406738,0.8657851239669422,0.8644505218673176
77,0.8657851239669422,0.8644505218673176,0.8912396694214876,0.8908623309939941,0.8657851239669422,0.8644505218673176
78,0.8657851239669422,0.8644505218673176,0.8912396694214876,0.8908376010023962,0.8657851239669422,0.8644505218673176
79,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8876664273686781,0.8657851239669422,0.8644505218673176
80,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8882514938551477,0.8657851239669422,0.8644505218673176
81,0.8657851239669422,0.8644505218673176,0.8902479338842976,0.8896391015843151,0.8657851239669422,0.8644505218673176
82,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8883082727855564,0.8657851239669422,0.8644505218673176
83,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8869628347203258,0.8657851239669422,0.8644505218673176
84,0.8657851239669422,0.8644505218673176,0.8912396694214876,0.8908993208966165,0.8657851239669422,0.8644505218673176
85,0.8657851239669422,0.8644505218673176,0.8849586776859504,0.8841259668435976,0.8657851239669422,0.8644505218673176
86,0.8657851239669422,0.8644505218673176,0.8922314049586777,0.8921332333658532,0.8657851239669422,0.8644505218673176
87,0.8657851239669422,0.8644505218673176,0.8816528925619834,0.8804202045049604,0.8657851239669422,0.8644505218673176
88,0.8657851239669422,0.8644505218673176,0.8932231404958678,0.893130104451235,0.8657851239669422,0.8644505218673176
89,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8840814274019676,0.8657851239669422,0.8644505218673176
90,0.8657851239669422,0.8644505218673176,0.8928925619834711,0.8927541199550166,0.8657851239669422,0.8644505218673176
91,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8841193451913415,0.8657851239669422,0.8644505218673176
92,0.8657851239669422,0.8644505218673176,0.8909090909090909,0.8907268787335724,0.8657851239669422,0.8644505218673176
93,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8844978954983044,0.8657851239669422,0.8644505218673176
94,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.889503649648638,0.8657851239669422,0.8644505218673176
95,0.8657851239669422,0.8644505218673176,0.8945454545454545,0.8944673725151269,0.8657851239669422,0.8644505218673176
96,0.8657851239669422,0.8644505218673176,0.8793388429752066,0.8775871930838978,0.8657851239669422,0.8644505218673176
97,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.8897186355020915,0.8657851239669422,0.8644505218673176
98,0.8657851239669422,0.8644505218673176,0.8942148760330578,0.8939072202790856,0.8657851239669422,0.8644505218673176
99,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8866666059166253,0.8657851239669422,0.8644505218673176
100,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8878729318652394,0.8657851239669422,0.8644505218673176
101,0.8657851239669422,0.8644505218673176,0.8895867768595042,0.8891277774590455,0.8657851239669422,0.8644505218673176
102,0.8657851239669422,0.8644505218673176,0.8879338842975206,0.8871654061961588,0.8657851239669422,0.8644505218673176
103,0.8657851239669422,0.8644505218673176,0.8928925619834711,0.8927132061144506,0.8657851239669422,0.8644505218673176
104,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.8892641992774082,0.8657851239669422,0.8644505218673176
105,0.8657851239669422,0.8644505218673176,0.8859504132231405,0.8849477431443794,0.8657851239669422,0.8644505218673176
106,0.8657851239669422,0.8644505218673176,0.8915702479338843,0.891393221652783,0.8657851239669422,0.8644505218673176
107,0.8657851239669422,0.8644505218673176,0.8849586776859504,0.8840596020814112,0.8657851239669422,0.8644505218673176
108,0.8657851239669422,0.8644505218673176,0.8859504132231405,0.8851061419732189,0.8657851239669422,0.8644505218673176
109,0.8657851239669422,0.8644505218673176,0.8912396694214876,0.89104892605358,0.8657851239669422,0.8644505218673176
110,0.8657851239669422,0.8644505218673176,0.8846280991735537,0.8836416050684015,0.8657851239669422,0.8644505218673176
111,0.8657851239669422,0.8644505218673176,0.8895867768595042,0.8892335854022203,0.8657851239669422,0.8644505218673176
112,0.8657851239669422,0.8644505218673176,0.888595041322314,0.8881799007189167,0.8657851239669422,0.8644505218673176
113,0.8657851239669422,0.8644505218673176,0.8816528925619834,0.8806467102563765,0.8657851239669422,0.8644505218673176
114,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.8896952420598389,0.8657851239669422,0.8644505218673176
115,0.8657851239669422,0.8644505218673176,0.883305785123967,0.8821949789386135,0.8657851239669422,0.8644505218673176
116,0.8657851239669422,0.8644505218673176,0.8922314049586777,0.8921128503826471,0.8657851239669422,0.8644505218673176
117,0.8657851239669422,0.8644505218673176,0.8816528925619834,0.8803389086804122,0.8657851239669422,0.8644505218673176
118,0.8657851239669422,0.8644505218673176,0.8922314049586777,0.8922079458096817,0.8657851239669422,0.8644505218673176
119,0.8657851239669422,0.8644505218673176,0.8806611570247934,0.8792087854928486,0.8657851239669422,0.8644505218673176
120,0.8657851239669422,0.8644505218673176,0.8932231404958678,0.8932447734930116,0.8657851239669422,0.8644505218673176
121,0.8657851239669422,0.8644505218673176,0.8823140495867768,0.8810762219204983,0.8657851239669422,0.8644505218673176
122,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8877349839351384,0.8657851239669422,0.8644505218673176
123,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.886018448213231,0.8657851239669422,0.8644505218673176
124,0.8657851239669422,0.8644505218673176,0.8846280991735537,0.8837169239902195,0.8657851239669422,0.8644505218673176
125,0.8657851239669422,0.8644505218673176,0.8839669421487604,0.8831312524789242,0.8657851239669422,0.8644505218673176
126,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8886830621052112,0.8657851239669422,0.8644505218673176
127,0.8657851239669422,0.8644505218673176,0.8826446280991735,0.8815816206194635,0.8657851239669422,0.8644505218673176
128,0.8657851239669422,0.8644505218673176,0.8872727272727273,0.886970316102781,0.8657851239669422,0.8644505218673176
129,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.8856908527617171,0.8657851239669422,0.8644505218673176
130,0.8657851239669422,0.8644505218673176,0.8829752066115703,0.881857253580839,0.8657851239669422,0.8644505218673176
131,0.8657851239669422,0.8644505218673176,0.8925619834710744,0.8925610130428391,0.8657851239669422,0.8644505218673176
132,0.8657851239669422,0.8644505218673176,0.8780165289256199,0.8763120456180483,0.8657851239669422,0.8644505218673176
133,0.8657851239669422,0.8644505218673176,0.8925619834710744,0.892558734759688,0.8657851239669422,0.8644505218673176
134,0.8657851239669422,0.8644505218673176,0.8809917355371901,0.8796275666145149,0.8657851239669422,0.8644505218673176
135,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8884424803043022,0.8657851239669422,0.8644505218673176
136,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8888087951804198,0.8657851239669422,0.8644505218673176
137,0.8657851239669422,0.8644505218673176,0.8819834710743801,0.8807162024342494,0.8657851239669422,0.8644505218673176
138,0.8657851239669422,0.8644505218673176,0.8912396694214876,0.8909317312021375,0.8657851239669422,0.8644505218673176
139,0.8657851239669422,0.8644505218673176,0.8849586776859504,0.8842332638571292,0.8657851239669422,0.8644505218673176
140,0.8657851239669422,0.8644505218673176,0.8856198347107438,0.8847492145080148,0.8657851239669422,0.8644505218673176
141,0.8657851239669422,0.8644505218673176,0.8859504132231405,0.8855326445171005,0.8657851239669422,0.8644505218673176
142,0.8657851239669422,0.8644505218673176,0.8836363636363637,0.8825931770966169,0.8657851239669422,0.8644505218673176
143,0.8657851239669422,0.8644505218673176,0.8899173553719009,0.8894738339980949,0.8657851239669422,0.8644505218673176
144,0.8657851239669422,0.8644505218673176,0.8849586776859504,0.8837506581860523,0.8657851239669422,0.8644505218673176
145,0.8657851239669422,0.8644505218673176,0.8866115702479339,0.8863028488740102,0.8657851239669422,0.8644505218673176
146,0.8657851239669422,0.8644505218673176,0.8876033057851239,0.8869975341918108,0.8657851239669422,0.8644505218673176
147,0.8657851239669422,0.8644505218673176,0.8823140495867768,0.8809915911333889,0.8657851239669422,0.8644505218673176
148,0.8657851239669422,0.8644505218673176,0.891900826446281,0.8916749296521519,0.8657851239669422,0.8644505218673176
149,0.8657851239669422,0.8644505218673176,0.8819834710743801,0.8808418226439043,0.8657851239669422,0.8644505218673176
150,0.8657851239669422,0.8644505218673176,0.8869421487603306,0.8861455700787891,0.8657851239669422,0.8644505218673176
151,0.8657851239669422,0.8644505218673176,0.8892561983471075,0.8891036865566213,0.8657851239669422,0.8644505218673176
152,0.8657851239669422,0.8644505218673176,0.8809917355371901,0.8796378776193939,0.8657851239669422,0.8644505218673176
153,0.8657851239669422,0.8644505218673176,0.8909090909090909,0.8908503182087152,0.8657851239669422,0.8644505218673176
154,0.8657851239669422,0.8644505218673176,0.8859504132231405,0.8850001537655086,0.8657851239669422,0.8644505218673176
155,0.8657851239669422,0.8644505218673176,0.8892561983471075,0.8885239972289729,0.8657851239669422,0.8644505218673176
156,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8846670071452514,0.8657851239669422,0.8644505218673176
157,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8875019645501786,0.8657851239669422,0.8644505218673176
158,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.8855405404962707,0.8657851239669422,0.8644505218673176
159,0.8657851239669422,0.8644505218673176,0.8816528925619834,0.8806934011686649,0.8657851239669422,0.8644505218673176
160,0.8657851239669422,0.8644505218673176,0.8879338842975206,0.8875673034957977,0.8657851239669422,0.8644505218673176
161,0.8657851239669422,0.8644505218673176,0.8819834710743801,0.8812416456505754,0.8657851239669422,0.8644505218673176
162,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8843086030897066,0.8657851239669422,0.8644505218673176
163,0.8657851239669422,0.8644505218673176,0.8859504132231405,0.8854625369327488,0.8657851239669422,0.8644505218673176
164,0.8657851239669422,0.8644505218673176,0.8879338842975206,0.8873846601024907,0.8657851239669422,0.8644505218673176
165,0.8657851239669422,0.8644505218673176,0.8839669421487604,0.8828109677603129,0.8657851239669422,0.8644505218673176
166,0.8657851239669422,0.8644505218673176,0.8902479338842976,0.8899477893538942,0.8657851239669422,0.8644505218673176
167,0.8657851239669422,0.8644505218673176,0.8839669421487604,0.8831260335052211,0.8657851239669422,0.8644505218673176
168,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8843593159811113,0.8657851239669422,0.8644505218673176
169,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.8858028350463867,0.8657851239669422,0.8644505218673176
170,0.8657851239669422,0.8644505218673176,0.8869421487603306,0.8861191378175359,0.8657851239669422,0.8644505218673176
171,0.8657851239669422,0.8644505218673176,0.8819834710743801,0.8807654864330156,0.8657851239669422,0.8644505218673176
172,0.8657851239669422,0.8644505218673176,0.8958677685950414,0.895917350891303,0.8657851239669422,0.8644505218673176
173,0.8657851239669422,0.8644505218673176,0.8657851239669422,0.8630490820587902,0.8657851239669422,0.8644505218673176
174,0.8657851239669422,0.8644505218673176,0.9018181818181819,0.9020791588439846,0.8657851239669422,0.8644505218673176
175,0.8657851239669422,0.8644505218673176,0.8770247933884298,0.8754738664701841,0.8657851239669422,0.8644505218673176
176,0.8657851239669422,0.8644505218673176,0.883305785123967,0.8825224690008834,0.8657851239669422,0.8644505218673176
177,0.8657851239669422,0.8644505218673176,0.8922314049586777,0.8925904627650926,0.8657851239669422,0.8644505218673176
178,0.8657851239669422,0.8644505218673176,0.8842975206611571,0.8831658912512891,0.8657851239669422,0.8644505218673176
179,0.8657851239669422,0.8644505218673176,0.8813223140495868,0.8805482100385561,0.8657851239669422,0.8644505218673176
180,0.8657851239669422,0.8644505218673176,0.8915702479338843,0.8916355529649912,0.8657851239669422,0.8644505218673176
181,0.8657851239669422,0.8644505218673176,0.8786776859504132,0.8780015203056831,0.8657851239669422,0.8644505218673176
182,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.885397125548402,0.8657851239669422,0.8644505218673176
183,0.8657851239669422,0.8644505218673176,0.8862809917355372,0.8856304072591081,0.8657851239669422,0.8644505218673176
184,0.8657851239669422,0.8644505218673176,0.8882644628099173,0.8877115733326387,0.8657851239669422,0.8644505218673176
185,0.8657851239669422,0.8644505218673176,0.8839669421487604,0.8832451606594519,0.8657851239669422,0.8644505218673176
186,0.8657851239669422,0.8644505218673176,0.8823140495867768,0.8814881526360158,0.8657851239669422,0.8644505218673176
187,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8843273809546601,0.8657851239669422,0.8644505218673176
188,0.8657851239669422,0.8644505218673176,0.8909090909090909,0.8905454544147441,0.8657851239669422,0.8644505218673176
189,0.8657851239669422,0.8644505218673176,0.8849586776859504,0.884428950997258,0.8657851239669422,0.8644505218673176
190,0.8657851239669422,0.8644505218673176,0.8809917355371901,0.879993222472038,0.8657851239669422,0.8644505218673176
191,0.8657851239669422,0.8644505218673176,0.8842975206611571,0.8835738983480746,0.8657851239669422,0.8644505218673176
192,0.8657851239669422,0.8644505218673176,0.8856198347107438,0.8851081283155201,0.8657851239669422,0.8644505218673176
193,0.8657851239669422,0.8644505218673176,0.8879338842975206,0.8875070283298009,0.8657851239669422,0.8644505218673176
194,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.884533590157929,0.8657851239669422,0.8644505218673176
195,0.8657851239669422,0.8644505218673176,0.8819834710743801,0.8806946797651664,0.8657851239669422,0.8644505218673176
196,0.8657851239669422,0.8644505218673176,0.8866115702479339,0.8863341533927985,0.8657851239669422,0.8644505218673176
197,0.8657851239669422,0.8644505218673176,0.8852892561983471,0.8848973854926095,0.8657851239669422,0.8644505218673176
198,0.8657851239669422,0.8644505218673176,0.8806611570247934,0.8793096654871734,0.8657851239669422,0.8644505218673176
199,0.8657851239669422,0.8644505218673176,0.8889256198347107,0.8883072728216549,0.8657851239669422,0.8644505218673176
