Epoch,Acc_Q,F1_Q,NMI_Q,ARI_Q,Acc_Z,F1_Z,NMI_Z,ARI_Z,Acc_P,F1_P,NMI_P,ARI_P
70,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257,0.7388888888888889,0.731402249049308,0.4206663376204161,0.42815701538574524,0.95,0.950445500980765,0.8431342535984113,0.8542503756393299
71,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667,0.7277777777777777,0.7229809240678806,0.4052877208496061,0.40879324935473843,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
72,0.9166666666666666,0.9178683649422062,0.7519016590869794,0.7595533212614966,0.7388888888888889,0.731025978533035,0.4137456930194927,0.4242907885870274,0.9166666666666666,0.9183920762868132,0.7644949068324968,0.7580047492627435
73,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257,0.7444444444444445,0.7384920634920635,0.41976554388890586,0.4309209702856285,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257
74,0.9611111111111111,0.9612850241545893,0.8603298846544778,0.8862245037913671,0.7166666666666667,0.7128625175723003,0.3890683680089339,0.3892803810111486,0.9555555555555556,0.9557365636313003,0.8481769889268722,0.8710006924665282
75,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257,0.7388888888888889,0.731025978533035,0.4137456930194927,0.4242907885870274,0.95,0.9506533178503802,0.8381063993309322,0.8525421222725257
76,0.9222222222222223,0.9236543487030184,0.7771543599965198,0.7742298874035826,0.7166666666666667,0.6986603187261081,0.4147911877402685,0.4157080119262647,0.9222222222222223,0.9236543487030184,0.7771543599965198,0.7742298874035826
77,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257,0.7277777777777777,0.7179978140543447,0.40323195538784956,0.4110442216296315,0.9555555555555556,0.9559730895034195,0.8545461125820462,0.8694179271305257
78,0.9611111111111111,0.9612850241545893,0.8603298846544778,0.8862245037913671,0.7444444444444445,0.7396283393835413,0.4087821852929587,0.42039111499143744,0.9611111111111111,0.9612850241545893,0.8603298846544778,0.8862245037913671
79,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667,0.7388888888888889,0.7318762848174614,0.41059129294038615,0.4203254655842294,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
80,0.9166666666666666,0.9181671790367442,0.767431756724482,0.7597221952026146,0.7222222222222222,0.7013777267508611,0.4189731105269737,0.4215846935732316,0.9166666666666666,0.9181671790367442,0.767431756724482,0.7597221952026146
81,0.9333333333333333,0.9341229341229341,0.8057298925341747,0.8076661071822351,0.7277777777777777,0.7147247229577326,0.40216863055379876,0.4110530445858291,0.9333333333333333,0.9341229341229341,0.8057298925341747,0.8076661071822351
82,0.9555555555555556,0.9557365636313003,0.8481769889268722,0.8710006924665282,0.7388888888888889,0.7342627136044381,0.4033571025938632,0.4124930268730425,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
83,0.9555555555555556,0.9557365636313003,0.8481769889268722,0.8710006924665282,0.7388888888888889,0.7342627136044381,0.4033571025938632,0.4124930268730425,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
84,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528,0.7444444444444445,0.7366773695738749,0.41391971401412647,0.42803020842439155,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
85,0.9277777777777778,0.9285685075158758,0.7961319787804166,0.7933561933744336,0.7388888888888889,0.7238631460046706,0.40604836689431034,0.4283998359407043,0.9277777777777778,0.9285685075158758,0.7961319787804166,0.7933561933744336
86,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528,0.7444444444444445,0.7368097679378862,0.3950674238166259,0.42159752352889335,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
87,0.9555555555555556,0.9557365636313003,0.8481769889268722,0.8710006924665282,0.7333333333333333,0.7327190931469006,0.37224209947327497,0.39029989932999126,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
88,0.9555555555555556,0.9557365636313003,0.8481769889268722,0.8710006924665282,0.7388888888888889,0.7379651678573097,0.3781373897675313,0.39878454365074695,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
89,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528,0.7444444444444445,0.7372519470404985,0.3942605742411352,0.4208149772005718,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
90,0.9277777777777778,0.9285685075158758,0.7961319787804166,0.7933561933744336,0.7444444444444445,0.7291888386026395,0.415568736813092,0.437169680886649,0.9277777777777778,0.9285685075158758,0.7961319787804166,0.7933561933744336
91,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7278482480711582,0.39670687084616646,0.420490172446266,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
92,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667,0.75,0.7454502744143335,0.3988810035065582,0.4248006368993813,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
93,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667,0.7388888888888889,0.7368194908955777,0.3890281624601847,0.402627547285909,0.95,0.9504307317622449,0.8291957844773035,0.8540832858922667
94,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.75,0.7437977004164757,0.42003989074702225,0.4362228844482923,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
95,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7230998878471847,0.42423266086016465,0.43690258470969884,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
96,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7230998878471847,0.42423266086016465,0.43690258470969884,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
97,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.7388888888888889,0.7332064416990228,0.399958261493991,0.41377875541446835,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
98,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.7388888888888889,0.7332064416990228,0.399958261493991,0.41377875541446835,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919
99,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7444444444444445,0.733307941825058,0.418036340225957,0.4334299724621016,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
100,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7333333333333333,0.7136250306811869,0.429738465946503,0.43519960265344615,0.9333333333333333,0.9341229341229341,0.8057298925341747,0.8076661071822351
101,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528,0.75,0.7432851085957188,0.42272674433287294,0.435740818258562,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
102,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.7388888888888889,0.7333091184614964,0.4058068267604483,0.415838611029211,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919
103,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.7444444444444445,0.7385654563904854,0.4204314048595122,0.42800315748050444,0.9444444444444444,0.9451629982603434,0.8266360284010736,0.837262423400528
104,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7253763185966576,0.4338013480686249,0.43655313559393516,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
105,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7253763185966576,0.4338013480686249,0.43655313559393516,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
106,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.7555555555555555,0.7481038630949218,0.44327307416006084,0.44934841206639164,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919
107,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.75,0.7417529330572808,0.4393220195175624,0.4430388842743727,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919
108,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7259777259777259,0.439559662737171,0.4391568308936327,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
109,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7444444444444445,0.7306427198052813,0.45256590374633526,0.4488410002606039,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
110,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919,0.75,0.7411435264181119,0.4486409467009756,0.4485581783560823,0.9388888888888889,0.9396278248103099,0.8014089109860674,0.8223282677101919
111,0.9333333333333333,0.9341218103929968,0.790677331320349,0.8075034153325769,0.7333333333333333,0.7208684546615581,0.4324758716816502,0.4300673894114617,0.9333333333333333,0.9341218103929968,0.790677331320349,0.8075034153325769
112,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7333333333333333,0.721529235382309,0.4390992545363083,0.4328943490824196,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
113,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7388888888888889,0.7268712907810652,0.45989092011344523,0.44560065223542406,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
114,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7333333333333333,0.7222574701594168,0.44684355193558617,0.4360399169619572,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
115,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7166666666666667,0.7086847912535985,0.4189210453226398,0.40134145381241815,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
116,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7166666666666667,0.7097026379356007,0.41573589920921117,0.39775147312523174,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
117,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7166666666666667,0.7105014932558577,0.4258967499164383,0.4006264112796851,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
118,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7222222222222222,0.718326082056131,0.43822795157494365,0.40482823224474196,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
119,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172,0.7222222222222222,0.7188942257907774,0.43541756282381977,0.4017960622546963,0.9388888888888889,0.939653645760516,0.815874305984257,0.8223026016213172
