use cuda: True
Namespace(name='acm', k=None, lr=0.001, n_clusters=3, n_z=10, pretrain_path='data/acm.pkl', cuda=True, n_input=1870)
SDCN(
  (ae): AE(
    (enc_1): Linear(in_features=1870, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=2000, bias=True)
    (z_layer): Linear(in_features=2000, out_features=10, bias=True)
    (dec_1): Linear(in_features=10, out_features=2000, bias=True)
    (dec_2): Linear(in_features=2000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=1870, bias=True)
  )
  (gnn_1): GNNLayer()
  (gnn_2): GNNLayer()
  (gnn_3): GNNLayer()
  (gnn_4): GNNLayer()
  (gnn_5): GNNLayer()
)
99P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
100Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
100Z :acc 0.8850 , nmi 0.6474 , ari 0.6940 , f1 0.8845
100P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
101Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
101Z :acc 0.8922 , nmi 0.6471 , ari 0.7075 , f1 0.8920
101P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
102Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
102Z :acc 0.8856 , nmi 0.6475 , ari 0.6954 , f1 0.8851
102P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
103Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
103Z :acc 0.8886 , nmi 0.6456 , ari 0.7005 , f1 0.8881
103P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
104Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
104Z :acc 0.8936 , nmi 0.6532 , ari 0.7116 , f1 0.8932
104P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
105Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
105Z :acc 0.8906 , nmi 0.6519 , ari 0.7056 , f1 0.8904
105P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
106Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
106Z :acc 0.8889 , nmi 0.6483 , ari 0.7017 , f1 0.8885
106P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
107Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
107Z :acc 0.8899 , nmi 0.6471 , ari 0.7034 , f1 0.8893
107P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
108Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
108Z :acc 0.8893 , nmi 0.6481 , ari 0.7022 , f1 0.8890
108P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
109Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
109Z :acc 0.8902 , nmi 0.6471 , ari 0.7040 , f1 0.8901
109P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
110Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
110Z :acc 0.8899 , nmi 0.6462 , ari 0.7032 , f1 0.8895
110P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
111Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
111Z :acc 0.8883 , nmi 0.6490 , ari 0.7004 , f1 0.8877
111P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
112Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
112Z :acc 0.8909 , nmi 0.6470 , ari 0.7051 , f1 0.8907
112P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
113Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
113Z :acc 0.8896 , nmi 0.6479 , ari 0.7028 , f1 0.8894
113P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
114Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
114Z :acc 0.8886 , nmi 0.6450 , ari 0.7002 , f1 0.8882
114P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
115Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
115Z :acc 0.8886 , nmi 0.6405 , ari 0.6993 , f1 0.8882
115P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
116Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
116Z :acc 0.8879 , nmi 0.6473 , ari 0.6996 , f1 0.8876
116P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
117Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
117Z :acc 0.8929 , nmi 0.6485 , ari 0.7094 , f1 0.8926
117P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
118Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
118Z :acc 0.8813 , nmi 0.6406 , ari 0.6859 , f1 0.8807
118P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
119Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
119Z :acc 0.8909 , nmi 0.6437 , ari 0.7043 , f1 0.8906
119P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
120Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
120Z :acc 0.8833 , nmi 0.6408 , ari 0.6895 , f1 0.8828
120P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
121Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
121Z :acc 0.8889 , nmi 0.6423 , ari 0.7005 , f1 0.8885
121P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
122Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
122Z :acc 0.8919 , nmi 0.6522 , ari 0.7082 , f1 0.8916
122P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
123Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
123Z :acc 0.8896 , nmi 0.6458 , ari 0.7025 , f1 0.8894
123P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
124Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
124Z :acc 0.8896 , nmi 0.6478 , ari 0.7029 , f1 0.8889
124P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
125Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
125Z :acc 0.8876 , nmi 0.6438 , ari 0.6983 , f1 0.8872
125P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
126Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
126Z :acc 0.8886 , nmi 0.6454 , ari 0.7005 , f1 0.8885
126P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
127Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
127Z :acc 0.8889 , nmi 0.6448 , ari 0.7010 , f1 0.8883
127P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
128Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
128Z :acc 0.8873 , nmi 0.6425 , ari 0.6973 , f1 0.8867
128P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
129Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
129Z :acc 0.8883 , nmi 0.6467 , ari 0.7001 , f1 0.8882
129P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
130Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
130Z :acc 0.8916 , nmi 0.6488 , ari 0.7069 , f1 0.8912
130P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
131Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
131Z :acc 0.8840 , nmi 0.6372 , ari 0.6899 , f1 0.8832
131P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
132Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
132Z :acc 0.8909 , nmi 0.6479 , ari 0.7055 , f1 0.8907
132P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
133Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
133Z :acc 0.8902 , nmi 0.6435 , ari 0.7033 , f1 0.8902
133P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
134Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
134Z :acc 0.8840 , nmi 0.6356 , ari 0.6895 , f1 0.8832
134P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
135Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
135Z :acc 0.8893 , nmi 0.6418 , ari 0.7009 , f1 0.8890
135P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
136Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
136Z :acc 0.8916 , nmi 0.6494 , ari 0.7069 , f1 0.8916
136P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
137Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
137Z :acc 0.8899 , nmi 0.6463 , ari 0.7032 , f1 0.8893
137P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
138Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
138Z :acc 0.8856 , nmi 0.6418 , ari 0.6940 , f1 0.8852
138P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
139Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
139Z :acc 0.8922 , nmi 0.6491 , ari 0.7083 , f1 0.8921
139P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
140Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
140Z :acc 0.8843 , nmi 0.6392 , ari 0.6910 , f1 0.8837
140P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
141Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
141Z :acc 0.8912 , nmi 0.6479 , ari 0.7060 , f1 0.8908
141P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
142Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
142Z :acc 0.8856 , nmi 0.6461 , ari 0.6947 , f1 0.8853
142P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
143Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
143Z :acc 0.8879 , nmi 0.6333 , ari 0.6954 , f1 0.8877
143P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
144Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
144Z :acc 0.8668 , nmi 0.6268 , ari 0.6552 , f1 0.8656
144P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
145Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
145Z :acc 0.8952 , nmi 0.6544 , ari 0.7149 , f1 0.8950
145P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
146Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
146Z :acc 0.8919 , nmi 0.6504 , ari 0.7077 , f1 0.8914
146P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
147Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
147Z :acc 0.8860 , nmi 0.6485 , ari 0.6961 , f1 0.8853
147P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
148Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
148Z :acc 0.8922 , nmi 0.6537 , ari 0.7093 , f1 0.8920
148P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
149Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
149Z :acc 0.8929 , nmi 0.6530 , ari 0.7103 , f1 0.8924
149P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
150Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
150Z :acc 0.8856 , nmi 0.6425 , ari 0.6942 , f1 0.8853
150P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
151Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
151Z :acc 0.8856 , nmi 0.6441 , ari 0.6946 , f1 0.8849
151P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
152Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
152Z :acc 0.8912 , nmi 0.6482 , ari 0.7059 , f1 0.8909
152P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
153Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
153Z :acc 0.8899 , nmi 0.6467 , ari 0.7032 , f1 0.8899
153P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
154Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
154Z :acc 0.8803 , nmi 0.6359 , ari 0.6829 , f1 0.8798
154P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
155Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
155Z :acc 0.8873 , nmi 0.6431 , ari 0.6975 , f1 0.8866
155P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
156Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
156Z :acc 0.8942 , nmi 0.6519 , ari 0.7125 , f1 0.8942
156P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
157Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
157Z :acc 0.8869 , nmi 0.6445 , ari 0.6970 , f1 0.8867
157P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
158Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
158Z :acc 0.8830 , nmi 0.6383 , ari 0.6883 , f1 0.8822
158P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
159Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
159Z :acc 0.8926 , nmi 0.6509 , ari 0.7093 , f1 0.8921
159P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
160Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
160Z :acc 0.8912 , nmi 0.6451 , ari 0.7056 , f1 0.8910
160P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
161Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
161Z :acc 0.8863 , nmi 0.6427 , ari 0.6955 , f1 0.8857
161P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
162Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
162Z :acc 0.8873 , nmi 0.6406 , ari 0.6969 , f1 0.8868
162P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
163Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
163Z :acc 0.8909 , nmi 0.6438 , ari 0.7046 , f1 0.8907
163P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
164Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
164Z :acc 0.8856 , nmi 0.6374 , ari 0.6930 , f1 0.8852
164P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
165Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
165Z :acc 0.8840 , nmi 0.6357 , ari 0.6893 , f1 0.8835
165P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
166Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
166Z :acc 0.8909 , nmi 0.6449 , ari 0.7049 , f1 0.8907
166P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
167Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
167Z :acc 0.8893 , nmi 0.6425 , ari 0.7012 , f1 0.8890
167P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
168Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
168Z :acc 0.8800 , nmi 0.6308 , ari 0.6809 , f1 0.8792
168P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
169Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
169Z :acc 0.8909 , nmi 0.6452 , ari 0.7051 , f1 0.8907
169P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
170Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
170Z :acc 0.8896 , nmi 0.6438 , ari 0.7022 , f1 0.8893
170P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
171Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
171Z :acc 0.8856 , nmi 0.6415 , ari 0.6939 , f1 0.8849
171P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
172Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
172Z :acc 0.8902 , nmi 0.6445 , ari 0.7036 , f1 0.8901
172P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
173Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
173Z :acc 0.8863 , nmi 0.6411 , ari 0.6949 , f1 0.8857
173P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
174Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
174Z :acc 0.8899 , nmi 0.6465 , ari 0.7035 , f1 0.8896
174P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
175Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
175Z :acc 0.8869 , nmi 0.6424 , ari 0.6965 , f1 0.8864
175P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
176Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
176Z :acc 0.8906 , nmi 0.6447 , ari 0.7042 , f1 0.8905
176P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
177Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
177Z :acc 0.8826 , nmi 0.6347 , ari 0.6869 , f1 0.8817
177P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
178Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
178Z :acc 0.8886 , nmi 0.6400 , ari 0.6994 , f1 0.8885
178P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
179Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
179Z :acc 0.8886 , nmi 0.6462 , ari 0.7008 , f1 0.8881
179P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
180Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
180Z :acc 0.8860 , nmi 0.6418 , ari 0.6947 , f1 0.8852
180P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
181Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
181Z :acc 0.8899 , nmi 0.6439 , ari 0.7026 , f1 0.8900
181P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
182Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
182Z :acc 0.8826 , nmi 0.6356 , ari 0.6871 , f1 0.8816
182P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
183Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
183Z :acc 0.8879 , nmi 0.6410 , ari 0.6981 , f1 0.8879
183P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
184Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
184Z :acc 0.8919 , nmi 0.6503 , ari 0.7077 , f1 0.8916
184P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
185Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
185Z :acc 0.8817 , nmi 0.6333 , ari 0.6846 , f1 0.8808
185P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
186Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
186Z :acc 0.8902 , nmi 0.6452 , ari 0.7036 , f1 0.8901
186P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
187Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
187Z :acc 0.8843 , nmi 0.6347 , ari 0.6900 , f1 0.8840
187P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
188Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
188Z :acc 0.8833 , nmi 0.6354 , ari 0.6883 , f1 0.8823
188P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
189Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
189Z :acc 0.8906 , nmi 0.6465 , ari 0.7041 , f1 0.8908
189P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
190Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
190Z :acc 0.8860 , nmi 0.6372 , ari 0.6934 , f1 0.8852
190P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
191Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
191Z :acc 0.8810 , nmi 0.6376 , ari 0.6844 , f1 0.8804
191P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
192Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
192Z :acc 0.8883 , nmi 0.6374 , ari 0.6970 , f1 0.8879
192P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
193Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
193Z :acc 0.8873 , nmi 0.6474 , ari 0.6980 , f1 0.8871
193P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
194Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
194Z :acc 0.8889 , nmi 0.6444 , ari 0.7008 , f1 0.8884
194P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
195Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
195Z :acc 0.8860 , nmi 0.6429 , ari 0.6950 , f1 0.8851
195P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
196Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
196Z :acc 0.8889 , nmi 0.6414 , ari 0.7001 , f1 0.8890
196P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
197Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
197Z :acc 0.8850 , nmi 0.6405 , ari 0.6925 , f1 0.8841
197P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
198Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
198Z :acc 0.8863 , nmi 0.6364 , ari 0.6943 , f1 0.8861
198P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
199Q :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
199Z :acc 0.8856 , nmi 0.6333 , ari 0.6923 , f1 0.8855
199P :acc 0.8681 , nmi 0.5901 , ari 0.6500 , f1 0.8672
Training complete. Results saved to 'training_results.csv'.
Final clustering results saved to 'final_cluster_results.csv'.
