Epoch,Acc_Q,F1_Q,NMI_Q,ARI_Q,Acc_Z,F1_Z,NMI_Z,ARI_Z,Acc_P,F1_P,NMI_P,ARI_P
0,0,0,0,0,0,0,0,0,0,0,0,0
